target,garden_didrain,ohare_didrain,tmpdiff,garden_prcp,garden_snfall,garden_sndpth,garden_maxtmp,garden_mintmp,garden_medtmp,garden_tobs,lake_temp,ohare_wspd,ohare_prcp,ohare_snfall,ohare_sndpth,ohare_maxtmp,ohare_mintmp,ohare_medtmp
1.3099999999999998,1,1,1.0,0.09,0.0,0.0,92.0,66.0,79.0,76.0,60.116,8.05,1.4,0.0,0.0,90,66,78.0
1.0499999999999998,1,1,0.5,1.15,0.0,0.0,43.0,37.0,40.0,43.0,41.396,8.95,0.1,0.0,0.0,44,35,39.5
0.0,1,1,1.5,0.07,0.0,0.0,62.0,43.0,52.5,47.0,44.978,4.03,0.07,0.0,0.0,59,43,51.0
1.29,1,1,7.5,0.27,0.0,0.0,60.0,54.0,57.0,57.0,63.64399999999999,7.16,1.56,0.0,0.0,72,57,64.5
0.06000000000000001,1,1,0.0,0.07,2.0,4.0,26.0,9.0,17.5,18.0,36.194,11.86,0.01,0.6,3.1,26,9,17.5
0.04999999999999999,1,1,1.5,0.15,0.0,0.0,63.0,58.0,60.5,60.0,65.588,11.41,0.1,0.0,0.0,64,60,62.0
0.19,1,1,4.5,0.07,0.9,2.0,28.0,22.0,25.0,22.0,35.294,12.53,0.26,4.8,2.0,24,17,20.5
0.16,1,1,1.5,0.39,0.0,0.0,87.0,65.0,76.0,71.0,64.05799999999999,8.05,0.23,0.0,0.0,82,67,74.5
0.0,1,1,0.0,0.01,0.0,4.0,29.0,11.0,20.0,28.0,37.13,5.82,0.01,0.1,2.0,24,16,20.0
0.030000000000000006,1,1,5.5,0.07,0.0,0.0,66.0,48.0,57.0,65.0,46.544,6.93,0.04,0.0,0.0,73,52,62.5
0.86,1,1,6.5,0.88,0.0,0.0,58.0,52.0,55.0,56.0,44.006,12.75,0.02,0.0,0.0,71,52,61.5
0.04,1,1,7.5,0.02,0.0,0.0,61.0,36.0,48.5,36.0,58.153999999999996,13.87,0.06,0.0,0.0,47,35,41.0
0.74,1,1,4.5,0.78,0.0,0.0,60.0,36.0,48.0,38.0,37.868,12.3,0.04,0.0,0.0,50,37,43.5
0.19,1,1,2.5,0.24,0.0,0.0,85.0,58.0,71.5,65.0,56.156,6.71,0.05,0.0,0.0,78,60,69.0
0.04,1,1,0.0,0.06,0.0,0.0,75.0,59.0,67.0,63.0,39.002,14.54,0.02,0.0,0.0,76,58,67.0
0.25,1,1,9.0,0.3,0.0,0.0,80.0,59.0,69.5,61.0,46.292,11.41,0.05,0.0,0.0,68,53,60.5
0.040000000000000015,1,1,0.5,0.07,0.0,0.0,81.0,57.0,69.0,59.0,49.153999999999996,5.14,0.03,0.0,0.0,75,64,69.5
0.23999999999999974,1,1,5.5,3.2,0.0,0.0,46.0,35.0,40.5,36.0,33.548,19.24,3.44,2.0,1.0,44,26,35.0
0.059999999999999935,1,1,3.5,0.91,0.0,0.0,60.0,43.0,51.5,46.0,43.322,9.84,0.97,0.0,0.0,52,44,48.0
0.02,1,1,6.5,0.01,0.0,5.0,35.0,12.0,23.5,32.0,34.952,5.82,0.03,0.1,2.0,34,26,30.0
0.06,1,1,6.0,0.15,0.0,0.0,65.0,47.0,56.0,49.0,51.944,8.5,0.09,0.0,0.0,58,42,50.0
0.32,1,1,3.0,0.45,0.0,0.0,84.0,67.0,75.5,70.0,52.736,14.54,0.13,0.0,0.0,81,64,72.5
0.030000000000000006,1,1,0.5,0.07,0.0,0.0,78.0,41.0,59.5,60.0,35.222,15.88,0.04,0.0,0.0,68,50,59.0
0.12,1,1,0.0,0.26,0.0,0.0,66.0,56.0,61.0,59.0,53.204,9.4,0.38,0.0,0.0,64,58,61.0
0.28,1,1,2.5,0.57,0.0,0.0,87.0,52.0,69.5,66.0,42.296,8.05,0.29,0.0,0.0,86,58,72.0
0.8900000000000001,1,1,8.5,0.22,0.0,0.0,78.0,61.0,69.5,78.0,67.964,8.5,1.11,0.0,0.0,88,68,78.0
0.18,1,1,1.0,0.19,2.0,4.0,6.0,-3.0,1.5,4.0,37.454,13.87,0.01,0.2,3.9,10,-5,2.5
0.09,1,1,5.5,0.11,0.8,1.0,36.0,30.0,33.0,34.0,34.754,10.29,0.02,0.0,0.0,44,33,38.5
0.09,1,1,9.5,0.11,1.5,3.0,36.0,21.0,28.5,24.0,41.036,16.11,0.02,0.2,1.0,27,11,19.0
0.04,1,1,3.5,0.08,0.0,0.0,55.0,42.0,48.5,45.0,53.546,15.66,0.04,0.0,0.0,52,38,45.0
0.76,1,1,1.5,0.09,0.0,0.0,55.0,41.0,48.0,44.0,53.653999999999996,18.12,0.85,0.0,0.0,49,44,46.5
0.03,1,1,7.5,0.1,0.6,1.0,41.0,31.0,36.0,32.0,46.76,12.08,0.13,1.0,0.0,37,20,28.5
0.34,1,1,6.0,0.13,0.0,0.0,54.0,35.0,44.5,36.0,34.322,12.75,0.47,1.9,0.0,45,32,38.5
0.42,1,1,10.5,0.43,0.0,0.0,78.0,49.0,63.5,51.0,47.48,6.26,0.01,0.0,0.0,63,43,53.0
